x,y
0.531468,0.00706323
0.518375,0.0791995
0.114432,0.422341
0.703413,0.134239
0.881651,0.5436
0.889881,0.191123
0.747294,0.734268
0.2363,0.225437
0.706698,0.55142
0.835236,0.0285611
0.683076,0.652398
0.547105,0.981679
0.946804,0.166516
0.805715,0.720051
0.141487,0.610842
0.387532,0.929055
0.0165681,0.383359
0.240557,0.473155
0.0510295,0.869682
0.899688,0.446139
0.884428,0.761813
0.69676,0.641179
0.659662,0.175119
0.631036,0.81512
0.982838,0.819136
0.0825815,0.447787
0.652068,0.998861
0.523235,0.0463209
0.405834,0.311787
0.1435,0.826123
0.62505,0.742468
0.734254,0.726914
0.410651,0.921482
0.117163,0.0318094
0.754823,0.367236
0.0193389,0.938675
0.0366826,0.944843
0.328312,0.0829968
0.707397,0.320793
0.612048,0.459275
0.741819,0.619292
0.737385,0.206048
0.793215,0.590068
0.0478996,0.694786
0.255076,0.427857
0.237265,0.881584
0.951019,0.231172
0.580756,0.495664
0.741248,0.956889
0.611928,0.588846
0.00193518,0.428432
0.848483,0.924318
0.884455,0.0913278
0.000346333,0.141928
0.325749,0.730731
0.162179,0.529339
0.511195,0.846291
0.769138,0.418101
0.853651,0.303269
0.346309,0.392215
0.749086,0.728486
0.508302,0.302002
0.0735917,0.539389
0.355705,0.24531
0.564309,0.694946
0.271314,0.721149
0.455368,0.78566
0.950319,0.220423
0.414287,0.485686
0.00919544,0.418049
0.271579,0.615975
0.86008,0.781587
0.597843,0.360503
0.399437,0.323984
0.836643,0.595039
0.0415027,0.0872361
0.435237,0.748238
0.289466,0.282657
0.915207,0.506785
0.617411,0.0979411
0.983554,0.706342
0.847587,0.470213
0.732657,0.240885
0.156821,0.818404
0.33361,0.213504
0.320728,0.333044
0.714986,0.0944225
0.166911,0.561243
0.26347,0.596645
0.45212,0.808685
0.273447,0.771862
0.102973,0.0607388
0.203219,0.554878
0.352375,0.0615649
0.0060591,0.359118
0.826799,0.959042
0.812579,0.17018
0.773054,0.631818
0.251382,0.266731
0.70495,0.666656
0.77979,0.574883
0.187761,0.555016
0.357623,0.837722
0.178686,0.606955
0.377778,0.379264
0.665417,0.234305
0.847285,0.969191
0.323771,0.676222
0.390665,0.919645
0.790703,0.928576
0.775757,0.449849
0.00360658,0.14379
0.463087,0.215774
0.773302,0.339436
0.847252,0.639806
0.138976,0.27947
0.136273,0.770555
0.215547,0.334452
0.87892,0.983429
0.20817,0.54052
0.0810979,0.298275
0.653074,0.561215
0.0175833,0.0863266
0.853937,0.121387
0.469932,0.661283
0.702207,0.376905
0.0230529,0.23832
0.380266,0.331379
0.361511,0.219167
0.0165286,0.782916
0.618284,0.19752
0.463096,0.257208
0.256018,0.647584
0.327342,0.812315
0.00199098,0.147929
0.459728,0.97755
0.958254,0.727494
0.716451,0.095507
0.860438,0.532939
0.436714,0.530275
0.193886,0.609381
0.993265,0.72941
0.498189,0.540995
0.717374,0.23976
0.11289,0.651192
0.755512,0.945278
0.323533,0.00391176
0.4226,0.840736
0.315611,0.336383
0.729563,0.887461
0.906082,0.937565
0.309422,0.789108
0.363104,0.958403
0.377393,0.142275
0.824361,0.167322
0.727307,0.868266
0.0322886,0.631958
0.149866,0.536058
0.990955,0.940679
0.827429,0.10719
0.213097,0.338152
0.882035,0.81691
0.348253,0.79021
0.288286,0.278126
0.77939,0.844589
0.998824,0.545275
0.80491,0.116402
0.32923,0.248467
0.207275,0.238208
0.87338,0.511258
0.82053,0.59209
0.036233,0.0904339
0.948387,0.532212
0.552963,0.926894
0.424959,0.682786
0.617981,0.795734
0.980754,0.17412
0.222921,0.644149
0.247521,0.405276
0.539726,0.721582
0.207076,0.423898
0.121263,0.0300034
0.933368,0.76406
0.34186,0.118055
0.332805,0.641708
0.899801,0.560514
0.1377,0.401903
0.411903,0.0588535
0.0917296,0.961702
0.457692,0.32835
0.646621,0.0988739
0.738777,0.941413
0.549669,0.744008
0.410126,0.0330803
0.0556228,0.511452
0.985828,0.284386
0.30123,0.355352
0.498459,0.416041
0.861238,0.679355
0.078949,0.516764
0.0405485,0.961943
0.379247,0.440255
0.9731,0.196218
0.237734,0.259155
0.182553,0.450995
0.434167,0.354421
0.423453,0.255247
0.96574,0.992108
0.517099,0.381763
0.751834,0.867567
0.465493,0.334075
0.291647,0.385441
0.366469,0.319414
0.857357,0.772807
0.602894,0.311817
0.362402,0.881614
0.284258,0.816744
0.367256,0.143103
0.215218,0.347735
0.995895,0.196104
0.00495607,0.507109
0.741177,0.886702
0.378833,0.0629519
0.923436,0.246346
0.208995,0.516393
0.161815,0.27994
0.264759,0.994206
0.639532,0.010342
0.622202,0.00144354
0.710496,0.371701
0.229152,0.664182
0.413122,0.582997
0.211017,0.455456
0.104544,0.542793
0.9826,0.448826
0.76201,0.336129
0.0837579,0.0239599
0.463386,0.406529
0.492505,0.679823
0.0726591,0.268772
0.599986,0.15659
0.690663,0.398544
0.699676,0.010708
0.594071,0.788726
0.826579,0.636321
0.189112,0.839191
0.00655027,0.0486478
0.695356,0.623849
0.902073,0.673324
0.797583,0.0545888
0.727605,0.957549
0.674976,0.32635
0.634845,0.756067
0.09021,0.552705
0.727896,0.885798
0.978567,0.0126199
0.0197137,0.827571
0.00908488,0.771146
0.730418,0.0879157
0.862212,0.434179
0.448558,0.801127
0.590914,0.641817
0.803877,0.767829
0.276562,0.262183
0.85191,0.735026
0.133112,0.243429
0.587898,0.309925
0.225049,0.372155
0.392107,0.341126
0.871504,0.114936
0.833406,0.367928
0.515254,0.425006
0.157585,0.52645
0.697024,0.373456
0.521697,0.747457
0.205006,0.717985
0.825695,0.850016
0.639515,0.371452
0.129795,0.190948
0.55343,0.269514
0.00468111,0.121819
0.484932,0.024809
0.116713,0.788203
0.164204,0.146824
0.912117,0.208144
0.237215,0.848004
0.207953,0.147378
0.89726,0.0594919
0.352974,0.313843
0.642192,0.186538
0.161906,0.85363
0.343897,0.897231
0.526904,0.674942
0.36438,0.925184
0.650317,0.922043
0.735578,0.149569
0.866939,0.766302
0.953327,0.207323
0.92144,0.267441
0.0135883,0.624412
0.707215,0.991537
0.335379,0.574744
0.0394259,0.752144
0.25164,0.196319
0.369379,0.30154
0.613922,0.8338
0.252771,0.570164
0.121616,0.0385547
0.635787,0.475262
0.0466522,0.691952
0.105245,0.343383
0.468502,0.00255396
0.417041,0.700957
0.629005,0.817636
0.609567,0.90749
0.427044,0.741786
0.535793,0.698028
0.0452907,0.357482
0.408193,0.0946398
0.237406,0.611146
0.892872,0.817191
0.147648,0.703554
0.250027,0.768843
0.302378,0.0149259
0.419438,0.528601
0.249237,0.181242
0.36065,0.444153
0.00490494,0.807994
0.702977,0.85529
0.815458,0.0362037
0.926311,0.0166566
0.910333,0.228397
0.768548,0.972886
0.0919444,0.137539
0.964448,0.27078
0.641522,0.331619
0.12213,0.115272
0.897719,0.860567
0.728296,0.0622292
0.653816,0.0377493
0.945764,0.824813
0.420196,0.781565
0.74343,0.347662
0.867472,0.0191138
0.329617,0.889434
0.342717,0.346159
0.230527,0.139148
0.613361,0.191652
0.182844,0.746297
0.0559898,0.00789425
0.960983,0.333613
0.364435,0.113471
0.32357,0.313665
0.438927,0.792453
0.587155,0.0417781
0.338699,0.884533
0.190576,0.0892552
0.121892,0.237158
0.161244,0.723604
0.30506,0.4389
0.881152,0.818029
0.584131,0.306618
0.988789,0.498597
0.592688,0.739562
0.223027,0.105201
0.137575,0.173687
0.61726,0.328218
0.399162,0.0949731
0.141693,0.0722303
0.554566,0.431142
0.787654,0.584834
0.110976,0.183313
0.795438,0.870387
0.54804,0.432187
0.54816,0.968009
0.125473,0.300528
0.699769,0.248011
0.54971,0.354203
0.287347,0.976854
0.457973,0.346724
0.588667,0.0476132
0.157143,0.920816
0.75145,0.209194
0.51785,0.936623
0.118571,0.0367806
0.761069,0.528883
0.994102,0.650166
0.64706,0.48107
0.824071,0.964824
0.213004,0.24083
0.461581,0.734895
0.246377,0.568531
0.584759,0.183226
0.092354,0.409444
0.35332,0.221977
0.445126,0.19271
0.84054,0.675396
0.560594,0.649481
0.119601,0.649772
0.309327,0.49812
0.17831,0.194568
0.0260888,0.46998
0.0436068,0.369577
0.44035,0.793607
0.718187,0.722236
0.953439,0.477494
0.914282,0.363374
0.526731,0.234563
0.259305,0.525187
0.957951,0.0198658
0.272992,0.276237
0.509308,0.531905
0.779615,0.537895
0.527448,0.442535
0.395176,0.116529
0.617117,0.594405
0.353601,0.662777
0.765564,0.511606
0.0948048,0.451499
0.529866,0.501043
0.620077,0.45645
0.182693,0.603815
0.0732476,0.449905
0.900295,0.530595
0.319673,0.499323
0.878927,0.955429
0.433366,0.0285972
0.353747,0.894106
0.415286,0.856054
0.181701,0.483194
0.91286,0.562948
0.738003,0.0177149
0.598545,0.0230131
0.417477,0.927751
0.984067,0.588952
0.101721,0.724329
0.536523,0.522681
0.590064,0.538651
0.687995,0.597416
0.0495184,0.621449
0.67902,0.717977
0.846106,0.501257
0.484021,0.419075
0.554756,0.786682
0.573143,0.743812
0.251115,0.231567
0.239096,0.367426
0.320852,0.754673
0.642749,0.83257
0.52398,0.969245
0.818752,0.792471
0.213799,0.536345
0.210866,0.340213
0.14232,0.115604
0.896131,0.451093
0.723218,0.87303
0.18439,0.791267
0.691765,0.911562
0.110433,0.699791
0.388877,0.656938
0.25381,0.831757
0.331267,0.263724
0.91881,0.188691
0.268267,0.324902
0.69133,0.458591
0.201395,0.700935
0.775868,0.034019
0.642758,0.434433
0.438473,0.0413516
0.88273,0.500922
0.611288,0.554065
0.0614216,0.707179
0.703622,0.325565
0.282442,0.363942
0.602475,0.532493
0.404514,0.537213
0.186761,0.780472
0.66204,0.272543
0.110411,0.0392985
0.994237,0.958249
0.216645,0.831131
0.0211391,0.701669
0.576124,0.717033
0.332195,0.37003
0.545031,0.24482
0.761907,0.573925
0.827624,0.850155
0.476183,0.200164
0.495286,0.513903
0.226533,0.95063
0.473659,0.0349674
0.475067,0.264732
0.317204,0.747078
0.964292,0.140214
0.832662,0.592524
0.821966,0.00910752
0.262619,0.619442
0.207403,0.0512878
0.221988,0.531002
0.962422,0.130473
0.398536,0.152753
0.628299,0.907146
0.281234,0.715306
0.648551,0.45277
0.734791,0.155194
0.513202,0.209439
0.91321,0.0611344
0.395643,0.342292
0.78297,0.399471
0.222917,0.12235
0.559065,0.652287
0.400476,0.814034
0.482773,0.0663161
0.384865,0.629568
0.815774,0.403131
0.816523,0.757459
0.559279,0.394557
0.428408,0.905862
0.539628,0.35342
0.814405,0.432225
0.156602,0.731168
0.349719,0.361442
0.691171,0.717654
0.647954,0.818104
0.730511,0.214469
0.707406,0.977738
0.466427,0.403469
0.0847988,0.614222
0.370084,0.953636
0.806102,0.114112
0.71567,0.467775
0.853893,0.670577
0.365934,0.974285
0.246594,0.0175448
0.145939,0.844152
0.386656,0.0749695
0.970601,0.640866
0.87827,0.950161
0.530207,0.0145705
0.231192,0.200823
0.832321,0.527059
0.418449,0.942848
0.729335,0.842435
0.836149,0.0300567
0.0733177,0.245817
0.0235622,0.340817
0.0587229,0.496374
0.209463,0.702528
0.285934,0.120539
0.182504,0.00468865
0.273341,0.288478
0.882801,0.568983
0.235027,0.853981
0.27826,0.0449577
0.606266,0.748988
0.0504835,0.294673
0.353306,0.599075
0.619663,0.157864
0.818778,0.345435
0.0834474,0.722815
0.0118213,0.230229
0.11673,0.572112
0.210316,0.794942
0.455551,0.911051
0.347599,0.255672
0.962875,0.595587
0.882526,0.653709
0.24208,0.918247
0.0815039,0.808202
0.644594,0.0357449
0.786023,0.115957
0.644818,0.120399
0.671217,0.395519
0.102943,0.628199
0.644547,0.639819
0.71164,0.941557
0.23115,0.0780872
0.916995,0.156266
0.740633,0.424325
0.140887,0.991548
0.187304,0.0729044
0.916958,0.860031
0.709089,0.474623
0.0442484,0.565877
0.216503,0.48354
0.254032,0.83607
0.524022,0.333252
0.333178,0.722926
0.057536,0.517866
0.0470038,0.12504
0.287614,0.493926
0.18955,0.956816
0.110459,0.213571
0.653334,0.431185
0.440949,0.87129
0.419009,0.188557
0.120837,0.650353
0.00559554,0.203718
0.463546,0.0508198
0.475964,0.612468
0.914563,0.208106
0.71241,0.897542
0.50893,0.409602
0.569394,0.247257
0.302898,0.460074
0.206368,0.744895
0.69494,0.907016
0.662697,0.104273
0.140824,0.742859
0.438557,0.556014
0.619492,0.836297
0.866914,0.80912
0.577949,0.972996
0.057482,0.959651
0.220407,0.732502
0.904263,0.775844
0.0371251,0.612073
0.100548,0.833682
0.129853,0.608275
0.592222,0.55007
0.200782,0.283978
0.838699,0.467821
0.370085,0.561577
0.540912,0.930362
0.0645305,0.958411
0.819022,0.0788048
0.952774,0.72369
0.334932,0.773436
0.734709,0.580143
0.0753639,0.532591
0.883333,0.369
0.820333,0.515188
0.790314,0.700234
0.952746,0.972471
0.865291,0.754276
0.855088,0.01039
0.0386978,0.923499
0.267468,0.377797
0.798503,0.711866
0.49226,0.40778
0.0860518,0.043965
0.280822,0.63796
0.102366,0.350281
0.640996,0.65619
0.000462607,0.255481
0.677574,0.0876292
0.436637,0.612657
0.992855,0.908873
0.083141,0.95415
0.267344,0.284703
0.0946002,0.184475
0.462375,0.591813
0.716125,0.387773
0.619964,0.56081
0.980879,0.86954
0.80423,0.177703
0.613349,0.105937
0.477294,0.746753
0.834544,0.942117
0.0619824,0.553595
0.544535,0.795572
0.015135,0.520849
0.103505,0.544754
0.480985,0.25568
0.409018,0.680064
0.710526,0.489461
0.944362,0.0982893
0.312353,0.115462
0.988176,0.450599
0.884302,0.758253
0.120222,0.0602386
0.796261,0.62748
0.964661,0.652249
0.413191,0.665054
0.940218,0.444627
0.234351,0.563067
0.0183126,0.490976
0.905603,0.282546
0.630352,0.912851
0.67662,0.464611
0.786745,0.153408
0.837859,0.312768
0.816841,0.202646
0.924774,0.445955
0.378334,0.57647
0.561564,0.603312
0.198725,0.966713
0.957854,0.347281
0.858438,0.478341
0.604396,0.0678066
0.626575,0.584549
0.631783,0.864105
0.893836,0.451349
0.318773,0.536885
0.663579,0.572424
0.693388,0.0403071
0.117387,0.395746
0.772749,0.892367
0.277035,0.597667
0.764017,0.366592
0.292095,0.0367313
0.309205,0.30435
0.542819,0.820896
0.477003,0.515886
0.852618,0.924206
0.547646,0.290705
0.66216,0.728612
0.775613,0.206771
0.132831,0.652253
0.265897,0.447029
0.24927,0.966833
0.750897,0.531104
0.243592,0.308863
0.37255,0.834262
0.234768,0.130817
0.94942,0.453434
0.960378,0.285379
0.080615,0.259899
0.889272,0.571557
0.274198,0.403489
0.795853,0.0670527
0.847069,0.510289
0.433656,0.948255
0.0230847,0.342862
0.661839,0.13223
0.465894,0.101964
0.126649,0.45669
0.172716,0.745801
0.337596,0.402171
0.295551,0.486429
0.187103,0.208611
0.558009,0.437932
0.911153,0.424192
0.044857,0.212497
0.0744729,0.0308521
0.341417,0.932602
0.436502,0.291582
0.256538,0.028763
0.592073,0.76871
0.015404,0.297944
0.263063,0.534471
0.50219,0.575097
0.66253,0.596433
0.794785,0.330279
0.705252,0.0808539
0.161865,0.686239
0.547663,0.247902
0.539596,0.0337243
0.500945,0.00617428
0.470118,0.673632
0.754772,0.390496
0.763594,0.983203
0.474052,0.7295
0.933787,0.25433
0.567581,0.994475
0.790045,0.040415
0.275492,0.250781
0.929636,0.516716
0.60086,0.0195946
0.764887,0.38304
0.167457,0.479077
0.853474,0.828342
0.794353,0.817878
0.264441,0.484954
0.177729,0.61229
0.859833,0.332248
0.239971,0.166197
0.239184,0.0440781
0.15397,0.540356
0.745358,0.124185
0.491734,0.392111
0.615122,0.207736
0.138378,0.811013
0.81903,0.167805
0.349102,0.656335
0.68985,0.459273
0.0376281,0.459072
0.606285,0.867513
0.159073,0.927482
0.0129278,0.0548318
0.160845,0.84838
0.071678,0.0350992
0.27146,0.590406
0.901604,0.467429
0.442167,0.881048
0.816069,0.987376
0.878392,0.388812
0.495794,0.294192
0.0503772,0.666067
0.299615,0.0242059
0.295726,0.812424
0.643062,0.486221
0.615659,0.695556
0.138742,0.438412
0.801332,0.802845
0.977718,0.282833
0.880151,0.709977
0.0220597,0.840282
0.737929,0.878588
0.641893,0.545404
0.363819,0.880045
0.931961,0.372322
0.211066,0.468123
0.426973,0.180589
0.660693,0.23774
0.341572,0.683169
0.350355,0.589255
0.462525,0.637635
0.856885,0.533212
0.65436,0.0595142
0.541796,0.720058
0.962128,0.846713
0.416769,0.460164
0.270867,0.917219
0.572835,0.448819
0.930148,0.943773
0.354598,0.581546
0.703631,0.679516
0.781585,0.382224
0.27282,0.483994
0.623324,0.79023
0.271525,0.535151
0.504991,0.067119
0.0291156,0.115944
0.640137,0.85685
0.658492,0.124847
0.317232,0.385754
0.442846,0.478419
0.329325,0.0972957
0.922711,0.455874
0.902787,0.772494
0.389118,0.189349
0.0835773,0.379777
0.12378,0.14871
0.166711,0.000381374
0.849934,0.366473
0.767987,0.822581
0.877383,0.833555
0.115645,0.859801
0.237685,0.323317
0.871671,0.267195
0.209357,0.0160047
0.680096,0.82748
0.964109,0.945198
0.29705,0.779648
0.485858,0.626694
0.772017,0.699489
0.565987,0.210174
0.3173,0.745148
0.909771,0.820889
0.54896,0.917547
0.0679488,0.569673
0.598491,0.870364
0.00354048,0.465841
0.0270387,0.891203
0.0785987,0.570804
0.555006,0.589933
0.548706,0.129906
0.925762,0.58252
0.82193,0.918313
0.972001,0.810799
0.523797,0.508688
0.682834,0.455543
0.601438,0.95178
0.504773,0.175989
0.777834,0.112608
0.146605,0.835834
0.206019,0.054548
0.474097,0.774745
0.0591509,0.236281
0.534276,0.244488
0.620757,0.0825457
0.955811,0.251608
0.450314,0.968766
0.0243965,0.0818983
0.661272,0.711048
0.290369,0.489197
0.172374,0.889501
0.735852,0.077497
0.874555,0.71673
0.885609,0.150866
0.178837,0.144117
0.263208,0.790878
0.998203,0.821808
0.331539,0.345578
0.126938,0.108921
0.524308,0.29508
0.327075,0.00387007
0.566859,0.753465
0.0264352,0.538445
0.653709,0.300351
0.807699,0.635104
0.457518,0.400673
0.646373,0.246464
0.958093,0.407735
0.00343036,0.159467
0.709432,0.627942
0.870479,0.320115
0.514163,0.070009
0.202332,0.406461
0.87903,0.114824
0.776305,0.55326
0.251562,0.762637
0.880048,0.695911
0.131825,0.792897
0.518805,0.770474
0.158972,0.00858814
0.189496,0.348758
0.340875,0.378231
0.370382,0.996475
0.112302,0.0952393
0.971338,0.526108
0.864345,0.216938
0.435722,0.834245
0.493166,0.567916
0.527297,0.573791
0.184849,0.477943
0.417108,0.3834
0.0378321,0.260881
0.0179819,0.410735
0.474894,0.996704
0.4221,0.908041
0.895373,0.257344
0.147106,0.894707
0.973639,0.00209379
0.284499,0.844772
0.432672,0.529336
0.830371,0.308436
0.285022,0.138773
0.668975,0.203734
0.356697,0.227428
0.670711,0.156423
0.996203,0.804693
0.328367,0.537443
0.797607,0.0928799
0.412808,0.668244
0.387999,0.245125
0.0834868,0.644881
0.361951,0.00981154
0.505484,0.158019
0.545218,0.39545
0.0875016,0.828524
0.533441,0.562432
0.672964,0.886093
0.173382,0.812994
0.157964,0.103782
0.114986,0.146683
0.306712,0.196735
0.612663,0.85834
0.970842,0.277661
0.444045,0.670762
0.170972,0.544321
0.527514,0.998298
0.235415,0.842695
0.353384,0.0793339
0.742586,0.525944
0.973861,0.837867
0.161747,0.341915
0.0027915,0.58057
0.797019,0.276507
0.133911,0.440613
0.0836203,0.930784
0.149527,0.513753
0.759381,0.275006
0.544214,0.409446
0.533296,0.0475691
0.062424,0.287362
0.483036,0.566535
0.99154,0.634484
0.670596,0.654393
0.273901,0.914329
0.251149,0.817406
0.77801,0.126964
0.277434,0.230433
0.717843,0.0733498
0.0276551,0.521995
0.98189,0.680844
0.171924,0.618416
0.668615,0.545405
0.445961,0.679265
0.987163,0.851355
0.224867,0.440129
0.176928,0.130287
0.735452,0.89943
0.411748,0.948742
0.871732,0.148929
0.72288,0.10909
0.5672,0.543158
0.977017,0.403984
0.410129,0.0937021
0.251253,0.942428
0.440079,0.88064
0.335662,0.348874
0.641441,0.736337
0.512806,0.565466
0.226222,0.214646
0.858311,0.71509
0.384851,0.676573
0.509267,0.458209
0.464809,0.11871
0.472022,0.530635
0.39634,0.745433
0.118164,0.917578
0.598976,0.0303935
0.599412,0.881136
0.363801,0.415308
0.935214,0.197006
0.860673,0.661051
0.605351,0.373943
0.193178,0.386991
0.307953,0.249419
0.281073,0.814053
0.174294,0.185393
0.940229,0.555495
0.844386,0.862699
0.107424,0.855937
0.497061,0.358772
0.864123,0.0941322
0.347369,0.379693
0.380498,0.707383
0.591815,0.684942
0.106303,0.276133
0.477008,0.486658
0.638298,0.479581
0.414142,0.419024
0.848126,0.045822
0.58864,0.697991
0.163988,0.36362
0.803544,0.690308
0.65849,0.735555
0.930071,0.177334
0.823491,0.476243
0.301267,0.269036
0.983595,0.838292
0.0104776,0.707025
0.277508,0.446416
0.213306,0.901766
0.538486,0.714015
0.247118,0.134204
0.330717,0.305858
0.95103,0.842585
0.642088,0.359907
0.827513,0.163714
0.182791,0.514509
0.129673,0.364055
0.744011,0.857485
0.340603,0.564486
0.382737,0.324306
0.346995,0.594879
0.588396,0.131343
0.173467,0.345823
0.0281798,0.59928
0.148987,0.188121
0.828254,0.902673
0.212247,0.12943
0.0615998,0.147216
0.447412,0.292874
0.823883,0.913112
0.703059,0.694379
0.56349,0.599713
0.843323,0.301667
0.431581,0.555567
0.686639,0.415635
0.444429,0.0483654
0.276767,0.292429
0.100553,0.423811
0.536763,0.166212
0.0547279,0.298291
0.302596,0.189805
0.598954,0.884763
0.808147,0.915565
0.668978,0.238569
0.411639,0.354588
0.408064,0.90091
0.899168,0.751663
0.0512126,0.212167
0.43241,0.527016
0.125538,0.361902
0.546546,0.505544
0.0366635,0.5887
0.40494,0.397537
0.965066,0.813328
0.22678,0.459419
0.241287,0.904442
0.167854,0.424567
0.675378,0.568433
0.903632,0.138939
0.834803,0.780022
0.373263,0.101084
0.75978,0.45934
0.529466,0.529588
0.33943,0.415403
0.936504,0.902095
0.637182,0.286869
0.437645,0.254331
0.175522,0.514259
0.506845,0.870776
0.41528,0.353876
0.236037,0.857853
0.973024,0.050307
0.149926,0.398846
0.357148,0.595572
0.763698,0.428346
0.619015,0.0421451
0.419936,0.195625
0.200785,0.0280409
0.28442,0.95562
0.464253,0.229541
0.627249,0.692859
0.0352498,0.52529
0.0738324,0.351243
0.0279326,0.79265
0.371686,0.545782
0.95099,0.577139
0.693059,0.369885
0.678824,0.00287581
0.596977,0.36118
0.984501,0.413556
0.396862,0.161573
0.292675,0.78246
0.236249,0.929909
0.309912,0.668393
0.314713,0.471464
0.208803,0.114435
0.533708,0.846859
0.283795,0.680549
0.892077,0.0574861
0.551017,0.746132
0.794423,0.243043
0.336322,0.677569
0.0981968,0.846467
0.670572,0.261664
0.531743,0.710656
0.51116,0.240524
0.912456,0.0151703
0.890901,0.906785
0.682549,0.273223
0.112036,0.783257
0.784603,0.0834382
0.798877,0.425881
0.647045,0.821559
0.490248,0.675302
0.999056,0.865948
0.845574,0.104364
0.326721,0.449003
0.360281,0.0771022
0.572633,0.0721647
0.115256,0.843349
0.416218,0.529128
0.338001,0.832877
0.0524887,0.645289
0.838566,0.410205
0.613394,0.642891
0.272233,0.683843
0.982164,0.0226731
0.675743,0.615817
0.17628,0.901051
0.752565,0.170954
0.570575,0.98221
0.899165,0.156486
0.536225,0.854458
0.848471,0.678161
0.120862,0.248408
0.902173,0.348704
0.0232402,0.0444684
0.570388,0.557517
0.535685,0.611751
0.0219333,0.856594
0.880959,0.174865
0.941265,0.0508033
0.703726,0.640283
0.00832288,0.736785
0.283655,0.327814
0.97083,0.313395
0.208833,0.624826
0.409762,0.455911
0.791501,0.663569
0.627383,0.20913
0.0980939,0.376842
0.18113,0.495054
0.757284,0.367197
0.0367574,0.991021
0.179104,0.641657
0.478619,0.403367
0.330449,0.211459
0.0150223,0.317666
0.923479,0.735574
0.314861,0.0826602
0.188434,0.0744848
0.930559,0.59357
0.589019,0.33168
0.26232,0.883877
0.502325,0.825702
0.596461,0.068593
0.590438,0.438868
0.943726,0.977199
0.308141,0.266205
0.474994,0.830654
0.663416,0.1613
0.196779,0.192653
0.311721,0.973186
0.301241,0.449848
0.600589,0.175141
0.715876,0.888576
0.931129,0.423976
0.616893,0.511105
0.105092,0.176805
0.648393,0.156269
0.942387,0.185767
0.430451,0.854795
0.134107,0.144717
0.76946,0.119449
0.546213,0.628561
0.910341,0.25559
0.225751,0.0481478
0.672466,0.905165
0.875247,0.577836
0.646744,0.0728138
0.975779,0.0411716
0.283064,0.770504
0.698597,0.181864
0.992163,0.0323179
0.922029,0.574408
0.324979,0.905516
0.466451,0.881599
0.306358,0.608263
0.30124,0.395363
0.219728,0.267512
0.0854423,0.391269
0.0462101,0.80497
0.379572,0.22028
0.4211,0.72195
0.242308,0.133356
0.938123,0.968111
0.140529,0.700591
0.382755,0.0549703
0.832077,0.358143
0.563797,0.830656
0.917645,0.110532
0.589536,0.149671
0.729983,0.0122524
0.367048,0.669827
0.798081,0.0201771
0.733135,0.928106
0.188109,0.680367
0.477628,0.502258
0.717322,0.187583
0.578592,0.258715
0.0193181,0.604707
0.290822,0.564571
0.512956,0.800897
0.444447,0.990055
0.366007,0.281897
0.527796,0.79966
0.971856,0.0990402
0.841835,0.583513
0.830899,0.342284
0.912014,0.525436
0.771095,0.0153011
0.379497,0.443209
0.200621,0.939569
0.869573,0.100028
0.392781,0.412732
0.463203,0.0056799
0.991588,0.504197
0.00335073,0.103165
0.12879,0.35526
0.432467,0.861702
0.0161698,0.280232
0.378893,0.286649
0.137781,0.638315
0.25973,0.18499
0.733571,0.132417
0.0786416,0.0360866
0.466472,0.325324
0.851868,0.796235
0.755272,0.792681
0.109908,0.248639
0.620267,0.144464
0.138398,0.991634
0.103675,0.0960119
0.948796,0.717034
0.728784,0.67305
0.407944,0.457229
0.0213358,0.953758
0.121279,0.218924
0.603362,0.945676
0.6681,0.102532
0.0238002,0.232352
0.669097,0.78282
0.893078,0.986108
0.601244,0.40646
0.235923,0.202503
0.149397,0.579703
0.379987,0.171827
0.669563,0.715111
0.731107,0.0629615
0.118257,0.737789
0.667321,0.739923
0.68573,0.372924
0.895603,0.99852
0.937721,0.673931
0.461052,0.595435
0.485156,0.133964
0.611728,0.611863
0.645979,0.388969
0.683925,0.958974
0.362492,0.164872
0.481395,0.812629
0.866674,0.840625
0.115822,0.77539
0.958633,0.999516
0.561617,0.137495
0.206068,0.989413
0.881396,0.419722
0.130941,0.20834
0.502848,0.630991
0.0840718,0.206311
0.208073,0.896963
0.353845,0.597255
0.938233,0.461138
0.387277,0.094008
0.978369,0.828196
0.876472,0.485614
0.267488,0.650512
0.0516179,0.593359
0.17462,0.588312
0.797337,0.270215
0.465963,0.862345
0.756705,0.00711508
0.0102314,0.0743751
0.277149,0.633243
0.206644,0.812007
0.529075,0.584525
0.932477,0.427754
0.179658,0.89179
0.701556,0.419552
0.717431,0.565631
0.324828,0.527527
0.137712,0.796325
0.34986,0.135257
0.194492,0.827289
0.692314,0.614236
0.851235,0.486575
0.734971,0.0146958
0.479249,0.55773
0.815858,0.212128
0.408169,0.549165
0.759836,0.905044
0.976224,0.976265
0.00635339,0.0987705
0.806123,0.0432629
0.22327,0.624529
0.61139,0.319278
0.292132,0.589797
0.109251,0.160903
0.307497,0.140799
0.703649,0.179062
0.353247,0.405495
0.309608,0.854467
0.338911,0.577997
0.456269,0.816097
0.199606,0.80447
0.500715,0.387435
0.89032,0.285536
0.198545,0.797958
0.467352,0.763174
0.325469,0.920787
0.126092,0.688587
0.920097,0.0315069
0.240549,0.0709069
0.399093,0.913824
0.943084,0.277308
0.66602,0.174725
